name	n_hab_planets	n_stars	n_planets	declination	star_temperature	star_metallicity	star_radius	star_age	star_spec_type	star_mass	
KOI-680	0	1	1	+43 11 50.21	6090	-0.17	3.21	NA	NA	1.538	
KOI-806	0	1	3	+38 56 50	5498.0	0.18	0.95	NA	G	0.99	
KOI-830	0	1	1	+40 34 39	5150	0.09	0.80	5	K1V	0.87	
LkCa_15	0	1	1	+22 21 03	5150.0	NA	NA	NA	K5V	0.97	
Lupus-TR_3	0	1	1	-42 58 41.5	5000	0.02	0.82	NA	K1V	0.87	
MOA-2007-BLG-192-L	0	1	1	-27 09 00	3840.0	NA	NA	NA	M	0.06	
MOA-2007-BLG-400-L	0	1	1	-29 13 27	5700.0	NA	NA	NA	NA	0.35	
MOA-2008-BLG-310-L	0	1	1	-34 46 41	5700.0	NA	NA	NA	GV	0.67	
MOA-2008-BLG-379L	0	1	1	-30 11 49	NA	NA	NA	NA	NA	0.56	
MOA-2009-BLG-266L	0	1	1	-35 00 19	5700.0	NA	NA	NA	NA	0.56	
MOA-2009-BLG-319	0	1	1	-26 49 11	5150.0	NA	NA	NA	K	0.38	
MOA-2009-BLG-387L	0	1	1	-33 59 25	3840.0	NA	NA	NA	M	0.19	
MOA-2010-BLG-073L	0	1	1	-26 31 22	3840.0	NA	NA	NA	M	0.16	
MOA-2010-BLG-328L	0	1	1	-30 43 55	NA	NA	NA	NA	NA	0.11	
MOA-2010-BLG-477L	0	1	1	-31 27 16	5150.0	NA	NA	NA	K	0.67	
MOA-2011-BLG-262L	0	1	1	-31 14 42.93	NA	NA	NA	NA	NA	0.12	
MOA-2011-BLG-293L	1	1	1	-28 28 37	5180.0	NA	0.82	NA	G	0.86	
MOA-2011-BLG-322	0	1	1	-27 13 15	NA	NA	NA	NA	G	0.31	
MOA-2012-BLG-311	1	1	1	-25 57 04	5460	NA	NA	NA	NA	NA	
MOA-2013-BLG-220L	0	1	1	-28 27 19	NA	NA	NA	NA	NA	0.05	
MOA-bin-1	0	1	1	-29 47 38	5700.0	NA	NA	NA	NA	0.75	
mu_Arae	2	1	4	-51 50 02	5700.0	0.28	1.245	NA	G3 IV-V	1.08	
mu_Leo	0	1	1	+26 00 23	4538.2	0.36	11.4	3.35	K2III	1.5	
NGC_2423_3	0	1	1	-13 54 24	5700.0	0.14	NA	NA	GIV/V	2.4	
NGC_4349_No_127	0	1	1	-61 52 18	5700.0	NA	NA	NA	NA	3.9	
nu_Oph	1	1	2	-09 46 25	4928	NA	15.1	NA	K0III	3.04	
OGLE-05-071L	0	1	1	-34 40 23	5700.0	NA	NA	NA	NA	0.46	
OGLE-05-169L	0	1	1	-30 43 57	5700.0	NA	NA	NA	NA	0.49	
OGLE-05-390L	0	1	1	-30 22 38	3840.0	NA	NA	NA	M	0.22	
OGLE-06-109L	0	1	2	-30 05 16	5700.0	NA	NA	NA	NA	0.51	
OGLE-2007-BLG-368L	0	1	1	-32 14 15	5700.0	NA	NA	NA	NA	0.64	
OGLE-2008-BLG-355L	0	1	1	-30 45 34	NA	NA	NA	NA	NA	0.37	
OGLE-2011-BLG-0251	0	1	1	-27 08 10	NA	NA	NA	NA	M	0.26	
OGLE-2011-BLG-0265L	0	1	1	-27 23 40.3	NA	NA	NA	NA	M3.5	0.23	
OGLE-2012-BLG-0026L	0	1	2	-27 08 33	NA	NA	NA	NA	NA	0.82	
OGLE-2012-BLG-0358L	0	1	1	-24 15 40	NA	NA	NA	NA	NA	0.022	
OGLE-2012-BLG-0406L	0	1	1	-30 28 16	NA	NA	NA	NA	NA	0.59	
OGLE235-MOA53	0	1	1	-28 53 42	5700.0	NA	NA	NA	NA	0.63	
OGLE2-TR-L9	0	1	1	-61 08 46	6933.0	-0.05	1.53	NA	F3	1.52	
OGLE-TR-10	0	1	1	-29 52 34	6075.0	0.28	1.52	NA	G2V	1.277	
OGLE-TR-111	0	1	1	-61 24 20	5070.0	0.12	0.831	NA	G	0.82	
OGLE-TR-113	0	1	1	-61 26 48	4752.0	0.14	0.765	NA	K	0.78	
OGLE-TR-132	0	1	1	-61 57 25	6210.0	0.37	1.35	NA	F	1.19	
OGLE-TR-182	0	1	1	-61 05 43	5924.0	0.37	1.14	NA	NA	1.14	
OGLE-TR-211	0	1	1	-62 27 20	6325.0	0.11	1.64	NA	NA	1.33	
OGLE-TR-56	0	1	1	-29 32 21	5940.0	NA	1.32	NA	G	1.17	
Omega_Serpentis	0	1	1	+02 11 47.44	4770	-0.24	12.30	NA	G8III	2.17	
omi_CrB	0	1	1	+29 36 58	4749	-0.29	10.5	NA	K0 III	2.13	
omi_UMa	0	1	1	+60 43 05	5242	-0.09	14.1	NA	G4 II-III	3.09	
Oph_11	0	1	1	-24 05 14	2838	NA	NA	NA	M7.25	0.051	
PH-2	1	1	1	+51 57 45.36	6529	-0.07	1.0	NA	NA	0.94	
POTS-1	0	1	1	-66 34 52.02	4400	-0.03	0.588	NA	K5V	0.695	
Pr0201	0	1	1	+20 13 36	6174	0.187	1.167	NA	F7.5	1.234	
Pr0211	0	1	1	+19 16 37	5326	0.187	0.868	NA	G9.3	0.92	
PSO_J318.5-22	0	0	1	+22 51 36	NA	NA	NA	NA	NA	NA	
PSR_1257_12	0	1	3	+12 40 56	5700.0	NA	NA	NA	NA	NA	
PSR_1719-14	0	1	1	-14 38 01	5700.0	NA	0.000028735632	NA	NA	1.4	
Qatar-1	0	1	1	+65 09 43	4910	0.2	0.80	4.5	K	0.85	
Qatar-2	0	1	1	-06 48 14	4645.0	NA	0.713	NA	K	0.74	
Rho_Coronae_Borealis	0	1	1	+33 18 12.63	5823	NA	NA	NA	NA	1.00	
ROXs_12	1	1	1	-25 27 24	3850	NA	NA	0.0076	M0	0.87	
SAND364	0	1	1	+11 41 33	4284	-0.02	21.8	NA	K3III	1.35	
Sun	3	1	9	NA	5778	0.00000001	1	4.57	G2V	1	
SWEEPS-11	0	1	1	-29 11 54	NA	NA	1.45	NA	NA	1.1	
SWEEPS-4	0	1	1	-29 11 21	NA	NA	1.18	NA	NA	1.24	
tau_Ceti	1	1	5	-15 56 15	NA	-0.55	0.798	5.8	G8.5 V	0.783	
tau_Gem	0	1	1	+30 14 43	4388	0.14	26.8	1.22	K2III	2.3	
TrES-1	0	1	1	+36 37 57	5250	0.001	0.85	NA	K0V	0.88	
TrES-3	0	1	1	+37 32 46	5720	0.001	0.85	NA	K0V	0.88	
TrES-5	0	1	1	+59 26 55	5171	0.20	0.85	7.38	K0V	0.88	
TYC_1422-614-1	1	1	2	+19 33 30.47	4806	0.15	6.85	9.77	K2	1.15	
UScoCTIO_108	0	1	1	-18 18 43	2700	NA	NA	NA	M7	0.057	
UZ_For(ab)	0	1	1	-25 44 22	5700.0	NA	NA	NA	Catac. var.	0.84	
V391_Peg	0	1	1	+26 25 08	29300.0	NA	0.23	NA	sdB	0.5	
WASP-100	0	1	1	-64 01 37	6900	-0.03	2	NA	F2	1.57	
WASP-101	0	1	1	-23 29 10	6400	0.2	1.29	0.9	F6	1.34	
WASP-103	0	1	1	+07 11 00	6110	0.06	1.419	NA	F8V	1.204	
WASP-104	0	1	1	+07 26 06	5475	0.32	0.963	3	G8	1.076	
WASP-106	0	1	1	-05 04 46	6055	-0.09	1.393	7	F9	1.192	
WASP-108	0	1	1	-49 38 22.8	6000	0.05	1.215	6.4	F9	1.167	
WASP-109	0	1	1	-16 24 38.8	6520	-0.22	1.346	2.6	F4	0.91	
WASP-10	0	1	1	+31 27 46	4675.0	0.03	0.783	NA	K5	0.71	
WASP-110	0	1	1	-44 03 30.3	5400	-0.06	0.881	8.6	G9	0.892	
WASP-111	0	1	1	-22 36 45.2	6400	0.08	1.85	2.6	F5	1.5	
WASP-112	0	1	1	-35 09 13.9	5610	-0.64	1.002	10.6	G6	0.807	
WASP-117	0	1	1	-50 17 04.354	6040	-0.11	1.17	4.6	F9	1.126	
WASP-13	0	1	1	+33 52 57	5989	0.0	1.559	NA	G1V	1.187	
WASP-15	0	1	1	-32 09 35	6300.0	-0.17	1.477	NA	F7	1.18	
WASP-16	0	1	1	-20 16 32	5550.0	0.01	0.946	NA	G3V	1.022	
WASP-17	0	1	1	-28 03 42	6650.0	-0.19	1.572	NA	F4	1.306	
WASP-18	0	1	1	-45 40 40	6400.0	NA	1.23	NA	F6	1.24	
WASP-19	0	1	1	-45 39 33	5500.0	0.02	0.99	NA	G8V	0.97	
WASP-20	0	1	1	-23 56 08.567	5950	-0.009	1.392	7	F9	1.202	
WASP-21	0	1	1	+18 23 46	5800	-0.46	1.136	NA	G3V	0.890	
WASP-22	0	1	1	-23 49 11	6000.0	-0.05	1.13	NA	G	1.1	
WASP-23	0	1	1	-42 45 43	5150.0	NA	0.765	NA	K1V	0.78	
WASP-24	0	1	1	+02 20 36	6075.0	0.07	1.147	NA	F8-9	1.129	
WASP-25	0	1	1	-27 31 20	5750.0	-0.05	0.95	NA	G4	1	
WASP-26	0	1	1	-15 16 02	5950.0	-0.02	1.34	NA	G0	1.12	
WASP-28	0	1	1	-01 34 57	6150	-0.29	1.094	5	F8	1.021	
WASP-29	0	1	1	-39 54 24	4800.0	0.11	0.846	NA	K4V	0.825	
WASP-31	0	1	1	-19 03 17	6200.0	-0.19	1.24	NA	F	1.16	
WASP-32	0	1	1	+01 12 02	6100.0	-0.13	1.09	2.42	G	1.1	
WASP-33	0	1	1	+37 33 02	7400.0	0.1	1.444	NA	A5	1.495	
WASP-34	0	1	1	-23 51 38	5700.0	-0.02	0.93	NA	G5	1.01	
WASP-35	0	1	1	-06 13 47	5990	-0.15	1.09	NA	G0	1.07	
WASP-36	0	1	1	-08 01 37	5881.0	-0.31	0.943	NA	G2	1.02	
WASP-37	0	1	1	+01 03 54	5800.0	-0.4	0.977	NA	G2	0.849	
WASP-38	0	1	1	+10 01 57	6150.0	-0.12	1.35	3.41	F8	1.23	
WASP-39	0	1	1	-03 26 40	5400.0	-0.12	0.895	NA	G8	0.93	
WASP-41	0	1	1	-30 38 24	5450.0	-0.08	1.01	NA	G8V	0.95	
WASP-42	0	1	1	-42 04 25	5200	0.05	0.863	NA	K1	0.884	
WASP-43	0	1	1	-09 48 23	4520.0	-0.01	0.667	NA	K7V	0.717	
WASP-44	0	1	1	-11 56 17	5410.0	0.06	0.865	4.1	G8V	0.917	
WASP-45	0	1	1	-35 59 54	5140.0	0.36	0.945	NA	K2V	0.909	
WASP-46	0	1	1	-55 52 18	5620.0	-0.37	0.917	NA	G6V	0.956	
WASP-47	0	1	1	-12 01 08	5400.0	0.18	1.15	NA	G9V	1.084	
WASP-48	0	1	1	+55 28 23	5920	-0.12	1.75	NA	NA	1.19	
WASP-49	0	1	1	-16 57 55	5600	-0.23	0.976	NA	G6	0.938	
WASP-4	0	1	1	-42 03 41	5500.0	-0.03	1.15	NA	G8	0.93	
WASP-50	0	1	1	-10 53 53	5400.0	-0.12	0.84	NA	G9	0.89	
WASP-52	0	1	1	+08 45 41	5000.0	0.03	0.79	NA	K2V	0.87	
WASP-53	0	1	1	NA	5700.0	NA	NA	NA	NA	NA	
WASP-54	0	1	1	-00 07 41	6100	-0.27	1.40	NA	F9	1.15	
WASP-55	0	1	1	-17 30 13	5900.0	-0.2	1.06	NA	G1	1.01	
WASP-56	0	1	1	+23 03 20	5600	NA	0.99	NA	G6	1.03	
WASP-57	0	1	1	-02 03 27	5600	NA	1.32	NA	G6	1.01	
WASP-58	0	1	1	+45 10 19	5800	-0.45	1.17	NA	G2V	0.94	
WASP-59	0	1	1	+24 53 21.4	4650	-0.15	0.613	NA	K5V	0.719	
WASP-5	0	1	1	-41 16 38	5700.0	0.09	1.084	NA	G5	1	
WASP-60	0	1	1	+31 09 21.44	5900	-0.04	0.86	NA	G1V	0.514	
WASP-61	0	1	1	-26 03 15.0	6250.0	-0.1	1.36	NA	F7	1.22	
WASP-62	0	1	1	-63 59 18.3	6230.0	0.04	1.28	NA	F7	1.25	
WASP-63	0	1	1	-38 19 23.8	5570.0	0.08	1.88	NA	G8	1.32	
WASP-64	0	1	1	-32 51 30	5400	-0.08	1.03	NA	G7	0.98	
WASP-65	0	1	1	+08 31 23	5600	-0.07	1.01	NA	G6	0.93	
WASP-66	0	1	1	-34 59 23	6600.0	-0.31	1.75	NA	F4	1.3	
WASP-67	0	1	1	-19 56 58	5200.0	-0.07	0.87	NA	K0V	0.87	
WASP-68	0	1	1	-19 18 52	5911	0.22	1.69	NA	G0	1.24	
WASP-69	0	1	1	-05 05 40	4715	0.15	0.813	2	K5	0.826	
WASP-6	0	1	1	-22 40 26	5450.0	-0.2	0.87	NA	G8	0.888	
WASP-71	0	1	1	+00 45 32	6050	NA	2.26	NA	F8	1.559	
WASP-72	0	1	1	-30 10 08	6250	-0.06	1.37	NA	F7	1.23	
WASP-73	0	1	1	-58 08 56	6036	0.14	2.07	NA	F9	1.34	
WASP-74	0	1	1	-01 04 32.6	5990	0.39	1.64	2.0	F9	1.48	
WASP-75	0	1	1	-10 40 32	6100	0.07	1.26	NA	F9	1.14	
WASP-76	0	1	1	+02 42 02	6250	0.23	1.73	NA	F7	1.46	
WASP-78	0	1	1	-22 06 59	6100.0	-0.35	2.31	NA	F8	2.02	
WASP-79	0	1	1	-30 36 02	6600.0	0.03	1.64	NA	F3	1.56	
WASP-7	0	1	1	-39 13 31	6400.0	NA	1.432	NA	F5V	1.276	
WASP-80	0	1	1	-02 08 44	4145	-0.14	0.571	NA	K7V	0.57	
WASP-82	0	1	1	+01 53 38	6490	0.12	2.18	NA	F5	1.63	
WASP-83	0	1	1	-19 17 03.4	5480	0.29	1.05	5	G8	1.11	
WASP-84	0	1	1	+01 51 36	5280	0.09	0.768	1	K0	0.854	
WASP-87	0	1	1	-52 50 27.0	6450	-0.41	1.627	3.8	F5	1.204	
WASP-88	0	1	1	-48 27 43	6431	-0.08	2.08	NA	F6	1.45	
WASP-89	0	1	1	-18 58 16.1	4955	0.15	0.88	1.3	K3	0.92	
WASP-90	0	1	1	+07 03 24	6430	0.11	1.98	NA	F6	1.55	
WASP-95	0	1	1	-48 00 11	5630	0.14	1.13	3	G2	1.11	
WASP-96	0	1	1	-47 21 38	5540	0.14	1.05	8	G8	1.06	
WASP-97	0	1	1	-55 46 19	5640	0.23	1.06	11.9	G5	1.12	
WASP-98	0	1	1	-34 19 41	5525	-0.60	0.7		G7	0.69	
WASP-99	0	1	1	-50 00 29	6180	0.21	1.76	1.4	F8	1.48	
WD_0806-661	0	1	1	-66 18 16.74	5700.0	NA	NA	NA	DQ D	0.62	
WTS-1	0	1	1	+36 17 46.76	6250	NA	1.15	NA	F	1.2	
WTS-2	0	1	1	+36 48 56	5000	0.2	0.752		K2V	0.82	
xi_Aql	0	1	1	+08 27 41	4780	-0.21	12	NA	K0 III	2.2	
XO-1	0	1	1	+28 10 11	5940.0	NA	0.928	NA	G1V	1	
XO-3	0	1	1	+57 49 01	6429.0	-0.177	1.377	NA	F5V	1.213	
XO-4	0	1	1	+58 16 05	5700.0	-0.04	1.55	NA	F5V	1.32	
XO-5	0	1	1	+39 05 41	5510.0	0.18	1.06	NA	G8V	0.88	
YBP1194	0	1	1	+11 48 53	5780	0.023	0.99	NA	G5V	1.01	
YBP1514	0	1	1	+11 53 12	5725	0.03	0.89	NA	G5V	0.96	
